Spectrum Analyzer Data File
2022-04-28 22:35:58

Frequency (Hz), dB
0.0099547,35.000
0.0099774,52.000
0.0100000,40.000
0.0100227,52.000
0.0100454,53.000
0.0100681,46.000
0.0100907,56.000
0.0101134,59.000
0.0101361,37.000
0.0101588,28.000
0.0101814,21.000
0.0102041,33.000
0.0102268,37.000
0.0102495,29.000
0.0102721,48.000
0.0102948,60.000
0.0103175,71.000
0.0103402,62.000
0.0103628,24.000
0.0103855,9.000
0.0104082,22.000
0.0104309,29.000
0.0104536,72.000
0.0104762,50.000
0.0104989,57.000
0.0105216,40.000
0.0105443,10.000
0.0105669,10.000
0.0105896,0.000
0.0106123,44.000
0.0106350,33.000
0.0106576,44.000
0.0106803,22.000
0.0107030,33.000
0.0107257,34.000
0.0107483,42.000
0.0107710,64.000
0.0107937,13.000
0.0108164,26.000
0.0108390,5.000
0.0108617,1.000
0.0108844,11.000
0.0109071,27.000
0.0109297,36.000
0.0109524,26.000
0.0109751,21.000
0.0109978,8.000
0.0110204,13.000
0.0110431,39.000
0.0110658,83.000
0.0110885,51.000
0.0111112,40.000
0.0111338,4.000
0.0111565,-27.000
0.0111792,-1.000
0.0112019,5.000
0.0112245,18.000
0.0112472,31.000
0.0112699,7.000
0.0112926,-39.000
0.0113152,-27.000
0.0113379,-4.000
0.0113606,22.000
0.0113833,35.000
0.0114059,-1.000
0.0114286,-31.000
0.0114513,-38.000
0.0114740,-27.000
0.0114966,-24.000
0.0115193,1.000
0.0115420,16.000
0.0115647,-12.000
0.0115873,-28.000
0.0116100,-56.000
0.0116327,-57.000
0.0116554,-34.000
0.0116780,-24.000
0.0117007,-4.000
0.0117234,7.000
0.0117461,-26.000
0.0117688,-13.000
0.0117914,-30.000
0.0118141,-60.000
0.0118368,-24.000
0.0118595,-30.000
0.0118821,-6.000
0.0119048,-6.000
0.0119275,-15.000
0.0119502,-38.000
0.0119728,-39.000
0.0119955,-38.000
0.0120182,-29.000
0.0120409,-2.000
0.0120635,-1.000
0.0120862,26.000
0.0121089,-38.000
0.0121316,-35.000
0.0121542,-63.000
0.0121769,-52.000
0.0121996,-7.000
0.0122223,-22.000
0.0122449,0.000
0.0122676,-45.000
0.0122903,-41.000
0.0123130,-1.000
0.0123356,19.000
0.0123583,6.000
0.0123810,-26.000
0.0124037,-52.000
0.0124264,-39.000
0.0124490,-16.000
0.0124717,-20.000
0.0124944,-2.000
0.0125171,-9.000
0.0125397,-30.000
0.0125624,-13.000
0.0125851,-20.000
0.0126078,32.000
0.0126304,13.000
0.0126531,-14.000
0.0126758,9.000
0.0126985,-14.000
0.0127211,-15.000
0.0127438,-22.000
0.0127665,13.000
0.0127892,21.000
0.0128118,16.000
0.0128345,-21.000
0.0128572,-52.000
0.0128799,-23.000
0.0129025,-16.000
0.0129252,4.000
0.0129479,12.000
0.0129706,5.000
0.0129932,10.000
0.0130159,-7.000
0.0130386,-5.000
0.0130613,-5.000
0.0130840,5.000
0.0131066,18.000
0.0131293,12.000
0.0131520,-11.000
0.0131747,-11.000
0.0131973,10.000
0.0132200,-10.000
0.0132427,2.000
0.0132654,4.000
0.0132880,-27.000
0.0133107,-19.000
0.0133334,-9.000
0.0133561,29.000
0.0133787,44.000
0.0134014,25.000
0.0134241,8.000
0.0134468,-5.000
0.0134694,3.000
0.0134921,1.000
0.0135148,27.000
0.0135375,9.000
0.0135601,2.000
0.0135828,-9.000
0.0136055,-13.000
0.0136282,-2.000
0.0136508,-2.000
0.0136735,1.000
0.0136962,-4.000
0.0137189,7.000
0.0137416,5.000
0.0137642,16.000
0.0137869,-2.000
0.0138096,-22.000
0.0138323,-16.000
0.0138549,14.000
0.0138776,0.000
0.0139003,2.000
0.0139230,5.000
0.0139456,-10.000
0.0139683,36.000
0.0139910,5.000
0.0140137,28.000
0.0140363,-10.000
0.0140590,-30.000
0.0140817,8.000
0.0141044,-15.000
0.0141270,18.000
0.0141497,-21.000
0.0141724,-19.000
0.0141951,-8.000
0.0142177,-16.000
0.0142404,-21.000
0.0142631,4.000
0.0142858,18.000
0.0143084,17.000
0.0143311,2.000
0.0143538,-32.000
0.0143765,-1.000
0.0143991,-8.000
0.0144218,22.000
0.0144445,16.000
0.0144672,4.000
0.0144899,9.000
0.0145125,-20.000
0.0145352,-37.000
0.0145579,-46.000
0.0145806,-23.000
0.0146032,-6.000
0.0146259,4.000
0.0146486,6.000
0.0146713,18.000
0.0146939,-10.000
0.0147166,-16.000
0.0147393,-17.000
0.0147620,-9.000
0.0147846,-10.000
0.0148073,-54.000
0.0148300,-30.000
0.0148527,-36.000
0.0148753,12.000
0.0148980,11.000
0.0149207,-1.000
0.0149434,6.000
0.0149660,-7.000
0.0149887,7.000
0.0150114,0.000
0.0150341,-8.000
0.0150567,6.000
0.0150794,29.000
0.0151021,-3.000
0.0151248,11.000
0.0151475,1.000
0.0151701,6.000
0.0151928,9.000
0.0152155,-17.000
0.0152382,-7.000
0.0152608,-14.000
0.0152835,-10.000
0.0153062,-10.000
0.0153289,24.000
0.0153515,45.000
0.0153742,30.000
0.0153969,3.000
0.0154196,-18.000
0.0154422,-22.000
0.0154649,7.000
0.0154876,54.000
0.0155103,50.000
0.0155329,9.000
0.0155556,-37.000
0.0155783,-47.000
0.0156010,-25.000
0.0156236,30.000
0.0156463,33.000
0.0156690,31.000
0.0156917,26.000
0.0157143,16.000
0.0157370,-8.000
0.0157597,-10.000
0.0157824,7.000
0.0158051,7.000
0.0158277,26.000
0.0158504,32.000
